PMID	MESH_ID	MESH_TERM
22202643	D003882	Dermatomyositis
22209319	D003920	Diabetes Mellitus
22209024	D003920	Diabetes Mellitus
22210099	D003920	Diabetes Mellitus
22125108	D003920	Diabetes Mellitus
22210033	D003920	Diabetes Mellitus
22209973	D003920	Diabetes Mellitus
22208140	D003920	Diabetes Mellitus
22208446	D003920	Diabetes Mellitus
22208790	D003920	Diabetes Mellitus
22209065	D003920	Diabetes Mellitus
22209800	D003920	Diabetes Mellitus
22210321	D003920	Diabetes Mellitus
22106977	D003920	Diabetes Mellitus
22183418	D003920	Diabetes Mellitus
22209095	D003920	Diabetes Mellitus
22209156	D003920	Diabetes Mellitus
22209597	D003920	Diabetes Mellitus
22209614	D003920	Diabetes Mellitus
22209664	D003920	Diabetes Mellitus
22210266	D003920	Diabetes Mellitus
22210012	D003920	Diabetes Mellitus
22209319	D003922	Diabetes Mellitus, Type 1
22209319	D003922	Type 1 Diabetes Mellitus
22209024	D003924	Diabetes Mellitus, Type 2
22209065	D003924	Diabetes Mellitus, Type 2
22210321	D003924	Diabetes Mellitus, Type 2
22106977	D003924	Diabetes Mellitus, Type 2
22183418	D003924	Diabetes Mellitus, Type 2
22209095	D003924	Diabetes Mellitus, Type 2
22209597	D003924	Diabetes Mellitus, Type 2
22209024	D003924	Type 2 Diabetes Mellitus
22209065	D003924	Type 2 Diabetes Mellitus
22210321	D003924	Type 2 Diabetes Mellitus
22106977	D003924	Type 2 Diabetes Mellitus
22183418	D003924	Type 2 Diabetes Mellitus
22209095	D003924	Type 2 Diabetes Mellitus
22209597	D003924	Type 2 Diabetes Mellitus
22208139	D003928	Diabetic Kidney Disease
22209973	D003928	Diabetic Nephropathy
22208139	D003928	Diabetic Nephropathy
22208139	D003928	Kidney Disease, Diabetic
22209973	D003928	Nephropathy, Diabetic
22208139	D003928	Nephropathy, Diabetic
22209797	D003929	Polyneuropathy, Diabetic
22209013	D003930	Diabetic Retinopathy
22209677	D003930	Diabetic Retinopathy
22208714	D003930	Diabetic Retinopathy
22209013	D003930	Retinopathy, Diabetic
22209677	D003930	Retinopathy, Diabetic
22208714	D003930	Retinopathy, Diabetic
22208557	D003967	Diarrhea
22210133	D003967	Diarrhea
22209687	D003967	Diarrhea
22209696	D003967	Diarrhea
22209018	D003967	Diarrhea
22208067	D003967	Diarrhea
22208442	D003967	Diarrhea
22209190	D003967	Diarrhea
22210056	D003967	Diarrhea
22210086	D003967	Diarrhea
22209841	D004194	Disease
22209013	D004194	Disease
22209870	D004194	Disease
22210142	D004194	Disease
22210145	D004194	Disease
22209159	D004194	Disease
22210132	D004194	Disease
22208291	D004194	Disease
22208553	D004194	Disease
22209350	D004194	Disease
22209539	D004194	Disease
22209813	D004194	Disease
22208655	D004194	Disease
22208791	D004194	Disease
22209079	D004194	Disease
22209749	D004194	Disease
22207926	D004194	Disease
22208140	D004194	Disease
22208554	D004194	Disease
22208945	D004194	Disease
22209202	D004194	Disease
22209926	D004194	Disease
22210333	D004194	Disease
22209051	D004194	Disease
22210293	D004194	Disease
22125104	D004194	Disease
22182275	D004194	Disease
22208139	D004194	Disease
22208453	D004194	Disease
22208847	D004194	Disease
22208966	D004194	Disease
22209174	D004194	Disease
22209766	D004194	Disease
21985979	D004194	Disease
22008579	D004194	Disease
22182271	D004194	Disease
22209021	D004194	Disease
22209255	D004194	Disease
22209346	D004194	Disease
22209928	D004194	Disease
22210271	D004194	Disease
22208882	D004194	Disease
22182273	D004194	Disease
22208988	D004194	Disease
22208997	D004194	Disease
22209085	D004194	Disease
22209204	D004194	Disease
22209840	D004194	Disease
22209993	D004194	Disease
22210147	D004194	Disease
22210235	D004194	Disease
22208602	D004194	Disease
22209002	D004194	Disease
22209061	D004194	Disease
22209199	D004194	Disease
22209248	D004194	Disease
22209288	D004194	Disease
22209502	D004194	Disease
22209544	D004194	Disease
22209669	D004194	Disease
22209930	D004194	Disease
22210152	D004194	Disease
22210275	D004194	Disease
22210346	D004194	Disease
22210091	D004194	Disease
22125107	D004194	Disease
22182277	D004194	Disease
22183098	D004194	Disease
22208282	D004194	Disease
22208431	D004194	Disease
22208456	D004194	Disease
22208485	D004194	Disease
22208499	D004194	Disease
22208541	D004194	Disease
22208685	D004194	Disease
22208788	D004194	Disease
22208937	D004194	Disease
22209410	D004194	Disease
22209691	D004194	Disease
22209755	D004194	Disease
22209787	D004194	Disease
22209929	D004194	Disease
22209931	D004194	Disease
22210004	D004194	Disease
22210089	D004194	Disease
22210170	D004194	Disease
22210274	D004194	Disease
22210276	D004194	Disease
22210288	D004194	Disease
22183100	D004194	Disease
22189253	D004194	Disease
22208787	D004194	Disease
22209011	D004194	Disease
22209045	D004194	Disease
22209393	D004194	Disease
22189254	D004194	Disease
22208656	D004194	Disease
22208657	D004194	Disease
22208965	D004194	Disease
22209049	D004194	Disease
22209166	D004194	Disease
22209446	D004194	Disease
22209685	D004194	Disease
22209925	D004194	Disease
22209927	D004194	Disease
22210236	D004194	Disease
22210266	D004194	Disease
22125234	D004194	Disease
22129550	D004194	Disease
22182270	D004194	Disease
22208319	D004194	Disease
22208481	D004194	Disease
22208535	D004194	Disease
22208797	D004194	Disease
22209026	D004194	Disease
22209196	D004194	Disease
22209314	D004194	Disease
22209316	D004194	Disease
22209328	D004194	Disease
22209525	D004194	Disease
22209785	D004194	Disease
22210153	D004194	Disease
22210244	D004194	Disease
22125017	D004194	Disease
22129547	D004194	Disease
22136899	D004194	Disease
22183095	D004194	Disease
22208203	D004194	Disease
22208489	D004194	Disease
22208494	D004194	Disease
22208497	D004194	Disease
22208598	D004194	Disease
22208644	D004194	Disease
22208645	D004194	Disease
22208654	D004194	Disease
22208880	D004194	Disease
22208971	D004194	Disease
22209056	D004194	Disease
22209057	D004194	Disease
22209108	D004194	Disease
22209150	D004194	Disease
22209156	D004194	Disease
22209247	D004194	Disease
22209337	D004194	Disease
22209375	D004194	Disease
22209479	D004194	Disease
22209480	D004194	Disease
22209496	D004194	Disease
22209574	D004194	Disease
22209613	D004194	Disease
22209614	D004194	Disease
22209634	D004194	Disease
22209710	D004194	Disease
22209762	D004194	Disease
22209763	D004194	Disease
22209824	D004194	Disease
22209920	D004194	Disease
22210052	D004194	Disease
22210083	D004194	Disease
22210092	D004194	Disease
22210159	D004194	Disease
22209244	D004194	Disease
22008572	D004194	Disease
22125210	D004194	Disease
22129548	D004194	Disease
22182268	D004194	Disease
22183096	D004194	Disease
22183097	D004194	Disease
22200078	D004194	Disease
22207923	D004194	Disease
22208446	D004194	Disease
22208447	D004194	Disease
22208542	D004194	Disease
22208561	D004194	Disease
22208606	D004194	Disease
22208652	D004194	Disease
22208658	D004194	Disease
22208714	D004194	Disease
22208918	D004194	Disease
22209004	D004194	Disease
22209101	D004194	Disease
22209119	D004194	Disease
22209203	D004194	Disease
22209236	D004194	Disease
22209252	D004194	Disease
22209283	D004194	Disease
22209512	D004194	Disease
22209515	D004194	Disease
22209537	D004194	Disease
22209649	D004194	Disease
22209675	D004194	Disease
22209716	D004194	Disease
22209793	D004194	Disease
22209815	D004194	Disease
22209850	D004194	Disease
22209939	D004194	Disease
22209961	D004194	Disease
22209966	D004194	Disease
22209970	D004194	Disease
22210084	D004194	Disease
22210128	D004194	Disease
22210224	D004194	Disease
22210372	D004194	Disease
22207924	D004194	Disease
22208906	D004194	Disease
22210071	D004194	Disease
22208759	D004194	Disease
22008573	D004194	Disease
22125020	D004194	Disease
22185687	D004194	Disease
22192721	D004194	Disease
22202645	D004194	Disease
22208078	D004194	Disease
22208168	D004194	Disease
22208270	D004194	Disease
22208273	D004194	Disease
22208333	D004194	Disease
22208415	D004194	Disease
22208442	D004194	Disease
22208549	D004194	Disease
22208599	D004194	Disease
22208620	D004194	Disease
22208741	D004194	Disease
22208782	D004194	Disease
22208783	D004194	Disease
22208854	D004194	Disease
22208897	D004194	Disease
22208933	D004194	Disease
22208942	D004194	Disease
22208967	D004194	Disease
22208968	D004194	Disease
22208980	D004194	Disease
22209076	D004194	Disease
22209113	D004194	Disease
22209118	D004194	Disease
22209187	D004194	Disease
22209200	D004194	Disease
22209224	D004194	Disease
22209294	D004194	Disease
22209342	D004194	Disease
22209344	D004194	Disease
22209352	D004194	Disease
22209376	D004194	Disease
22209381	D004194	Disease
22209500	D004194	Disease
22209679	D004194	Disease
22209680	D004194	Disease
22209682	D004194	Disease
22209687	D004194	Disease
22209689	D004194	Disease
22209696	D004194	Disease
22209707	D004194	Disease
22209739	D004194	Disease
22209773	D004194	Disease
22209872	D004194	Disease
22209888	D004194	Disease
22209914	D004194	Disease
22209965	D004194	Disease
22210094	D004194	Disease
22210138	D004194	Disease
22210143	D004194	Disease
22210186	D004194	Disease
22210213	D004194	Disease
22210247	D004194	Disease
22210280	D004194	Disease
22210289	D004194	Disease
22210350	D004194	Disease
22210376	D004194	Disease
22210384	D004194	Disease
22208973	D004194	Disease
22209610	D004194	Disease
22210012	D004194	Disease
22210086	D004194	Disease
22209240	D004194	Disease
22208140	D004194	Diseases
22136901	D004194	Diseases
22125211	D004194	Diseases
22208792	D004194	Diseases
22209319	D004194	Diseases
22208644	D004194	Diseases
22209370	D004194	Diseases
22209716	D004194	Diseases
22136900	D004194	Diseases
22136896	D004194	Diseases
22208789	D004194	Diseases
22125210	D004194	Diseases
22182277	D004194	Diseases
22202643	D004194	Diseases
22207923	D004194	Diseases
22209021	D004194	Diseases
22209545	D004194	Diseases
22209011	D004194	Diseases
22210047	D004194	Diseases
22210145	D004194	Diseases
22189254	D004194	Diseases
22208645	D004194	Diseases
22190102	D004194	Diseases
22208481	D004194	Diseases
22208793	D004194	Diseases
22208795	D004194	Diseases
22208938	D004194	Diseases
22209070	D004194	Diseases
22209079	D004194	Diseases
22209116	D004194	Diseases
22209316	D004194	Diseases
22210153	D004194	Diseases
22208559	D004194	Diseases
22209031	D004194	Diseases
22209433	D004194	Diseases
22125018	D004194	Diseases
22129662	D004194	Diseases
22208597	D004194	Diseases
22208617	D004194	Diseases
22208659	D004194	Diseases
22208790	D004194	Diseases
22208918	D004194	Diseases
22209202	D004194	Diseases
22209346	D004194	Diseases
22209350	D004194	Diseases
22209515	D004194	Diseases
22209591	D004194	Diseases
22209715	D004194	Diseases
22209793	D004194	Diseases
22209909	D004194	Diseases
22209926	D004194	Diseases
22209928	D004194	Diseases
22209929	D004194	Diseases
22008573	D004194	Diseases
22202645	D004194	Diseases
22208117	D004194	Diseases
22208477	D004194	Diseases
22208602	D004194	Diseases
22208654	D004194	Diseases
22208808	D004194	Diseases
22208847	D004194	Diseases
22208980	D004194	Diseases
22209056	D004194	Diseases
22209118	D004194	Diseases
22209290	D004194	Diseases
22209309	D004194	Diseases
22209477	D004194	Diseases
22209669	D004194	Diseases
22209707	D004194	Diseases
22209740	D004194	Diseases
22209754	D004194	Diseases
22209927	D004194	Diseases
22209941	D004194	Diseases
22209965	D004194	Diseases
22209972	D004194	Diseases
22210038	D004194	Diseases
22210052	D004194	Diseases
22210125	D004194	Diseases
22210166	D004194	Diseases
22210182	D004194	Diseases
22210237	D004194	Diseases
22210266	D004194	Diseases
22210293	D004194	Diseases
22210320	D004194	Diseases
22210384	D004194	Diseases
22210387	D004194	Diseases
22208906	D004194	Diseases
22208990	D004194	Diseases
22210012	D004194	Diseases
22208759	D004194	Diseases
22208933	D004204	Dislocations
22209043	D004204	Dislocations
22210016	D004204	Dislocations
22209044	D004204	Dislocation
22209383	D004204	Dislocation
22210016	D004204	Dislocation
22209151	D004244	Dizziness
22209361	D004244	Dizziness
22208939	D004314	Down Syndrome
22208902	D004314	Down's Syndrome
22208939	D004314	Syndrome, Down
22208902	D004314	Syndrome, Down's
22209710	D004381	Duodenal Ulcers
22209710	D004381	Ulcers, Duodenal
22208551	D004403	Dysentery
22208551	D004405	Dysentery, Bacillary
22208551	D004405	Bacillary Dysentery
22208720	D004417	Dyspnea
22208329	D004421	Dystonia
22208596	D004421	Dystonia
22136895	D004421	Dystonia
22136895	D004421	Dystonia, Paroxysmal
22136895	D004421	Paroxysmal Dystonia
22208319	D004443	Cyst, Hydatid
22208319	D004443	Hydatid Cysts
22189254	D004485	Eczema
22209526	D004487	Edema
22209879	D004487	Edema
22195756	D004487	Edema
22208160	D004487	Edema
22183097	D004487	Edema
22183098	D004487	Edema
22208542	D004487	Edema
22210177	D004487	Edema
22209606	D004487	Edema
22209919	D004487	Edema
22210005	D004487	Edema
22210052	D004487	Edema
22210073	D004487	Edema
22208894	D004487	Edema
22208691	D004535	Ehlers-Danlos Syndrome
22208933	D004535	Ehlers-Danlos Syndrome
22208691	D004535	EDS IV
22208691	D004535	Ehlers Danlos Syndrome
22208933	D004535	Ehlers Danlos Syndrome
22208691	D004535	Syndrome, Ehlers-Danlos
22208933	D004535	Syndrome, Ehlers-Danlos
22210158	D004617	Embolism
22209926	D004617	Embolism
22208675	D004617	Embolism
22209606	D004617	Embolism
22209612	D004617	Embolism
22209925	D004646	Emphysema
22209937	D004653	Empyema
22136900	D004660	Encephalitis
22208499	D004679	Encephalomyelitis
22209286	D004679	Encephalomyelitis
22209870	D004679	Encephalomyelitis
22210333	D004679	Encephalomyelitis
22209960	D004696	Endocarditis
22209747	D004701	Cancer, Endocrine
22209878	D004802	Eosinophilia
22209309	D004802	Eosinophilia
22208480	D004820	Epidermolysis Bullosa
22209327	D004827	Epilepsy
22209855	D004827	Epilepsy
22136898	D004827	Epilepsy
22209542	D004827	Epilepsy
22136892	D004827	Epilepsy
22136895	D004827	Epilepsy
22136897	D004827	Epilepsy
22210279	D004827	Epilepsy
22136891	D004827	Epilepsy
22208124	D004827	Epilepsy
22209397	D004827	Epilepsy
22136895	D004827	Seizures, Epileptic
22136892	D004827	Epilepsies
22210135	D004827	Epilepsies
22136891	D004827	Epilepsy, Awakening
22136892	D004829	Epilepsy, Generalized
22136892	D004829	Epilepsies, Generalized
22136892	D004829	Generalized Epilepsies
22136892	D004829	Generalized Epilepsy
22209855	D004833	Epilepsy, Temporal Lobe
22209855	D004833	Temporal Lobe Epilepsy
22183099	D004890	Erythema
22183098	D004890	Erythema
21978117	D004890	Erythema
22209024	D004916	Small Fiber Neuropathy
22208782	D004938	Cancer, Esophageal
22208858	D004938	Cancer, Esophageal
22208858	D004939	Esophageal Perforation
22208858	D004939	Perforation, Esophageal
22210040	D004941	Esophagitis
22210040	D004942	Reflux Esophagitis
22209031	D005128	Eye Diseases
22125104	D005128	Disease, Eye
22209031	D005128	Diseases, Eye
22125104	D005128	Eye Disease
22208330	D005131	Eye Injury
22208330	D005131	Injury, Eye
22208541	D005158	Palsy, Facial
22208450	D005221	Fatigue
22210239	D005221	Fatigue
22209042	D005221	Fatigue
22210272	D005221	Fatigue
22182056	D005221	Fatigue
22208555	D005221	Fatigue
22208654	D005221	Fatigue
22208656	D005221	Fatigue
22208783	D005221	Fatigue
22208825	D005221	Fatigue
22208933	D005221	Fatigue
22209930	D005221	Fatigue
22209240	D005221	Fatigue
22210086	D005221	Fatigue
22209679	D005234	Fatty Liver
22209682	D005234	Fatty Liver
22210166	D005234	Liver Steatosis
22208561	D005234	Steatohepatitis
22209679	D005234	Liver, Fatty
22209682	D005234	Liver, Fatty
22210166	D005234	Steatosis, Liver
22209679	D005235	Fatty Liver, Alcoholic
22209383	D005265	Femoral Neck Fractures
22209918	D005334	Fever
22209915	D005334	Fever
22210274	D005334	Fever
22209428	D005334	Fever
22208541	D005334	Fever
22208542	D005334	Fever
22209230	D005334	Fever
22209694	D005334	Fever
22210004	D005334	Fever
22208798	D005334	Fever
22208442	D005334	Fever
22208858	D005334	Fever
22209687	D005334	Fever
22209428	D005335	Fever of Unknown Origin
22208447	D005354	Fibrosarcoma
22207927	D005354	Fibrosarcoma
22208447	D005354	Fibrosarcomas
22208482	D005355	Fibrosis
22208547	D005355	Fibrosis
22209734	D005355	Fibrosis
22208544	D005355	Fibrosis
22208546	D005355	Fibrosis
22208548	D005355	Fibrosis
22210019	D005355	Fibrosis
22210114	D005355	Fibrosis
22209187	D005355	Fibrosis
22209265	D005355	Fibrosis
22209754	D005355	Fibrosis
22183097	D005355	Fibrosis
22208790	D005355	Fibrosis
22210189	D005355	Fibrosis
22208973	D005355	Fibrosis
22208494	D005355	Fibrosis
22210076	D005355	Fibrosis
22210104	D005355	Fibrosis
22210272	D005356	Fibromyalgia
22210242	D005356	Fibromyalgia
22209919	D005356	Fibromyalgia
22210279	D005356	Fibromyalgia
22210239	D005356	Fibromyalgia
22208935	D005402	Fistula
22210090	D005402	Fistula
22208784	D005483	Flushing
22183100	D005483	Flushing
22209938	D005517	Poisoning, Food
22208602	D005534	Disease, Foot
22208602	D005534	Foot Disease
22209685	D005536	Foot-and-Mouth Disease
22209685	D005536	Foot and Mouth Disease
22209685	D005536	Disease, Foot-and-Mouth
22208762	D005547	Foreign Bodies
22209108	D005547	Foreign Bodies
22208762	D005547	Bodies, Foreign
22209108	D005547	Bodies, Foreign
22208330	D005547	Body, Foreign
22208762	D005547	Body, Foreign
22208330	D005547	Foreign Body
22208762	D005547	Foreign Body
22209901	D005585	Influenza in Birds
22209614	D005734	Gangrene
22125107	D005756	Gastritis
22208933	D005756	Gastritis
22125107	D005757	Gastritis, Atrophic
22125107	D005757	Atrophic Gastritis
22209687	D005759	Gastroenteritis
22208933	D005764	Gastroesophageal Reflux
22208933	D005764	Reflux, Gastroesophageal
22210098	D005770	Cancer, Gastrointestinal
22207920	D005901	Glaucoma
22210178	D005901	Glaucoma
22209152	D005901	Glaucoma
22207920	D005902	Glaucoma, Open-Angle
22207920	D005902	Glaucoma, Open Angle
22207920	D005902	Open Angle Glaucoma
22209415	D005910	Glioma
22210010	D005910	Glioma
22209868	D005910	Glioma
22208897	D005910	Glioma
22208897	D005910	Malignant Glioma
22208897	D005910	Glioma, Malignant
22209868	D005910	Gliomas
22210010	D005910	Gliomas
22209415	D005910	Gliomas
22208429	D005910	Gliomas
22202645	D005921	Glomerulonephritis
22208766	D006053	Craniofacial Microsomia
22208766	D006053	Microsomia, Craniofacial
22209879	D006099	Granuloma
22209061	D006099	Granuloma
22183097	D006099	Granulomas
22209118	D006099	Granulomas
22125104	D006111	Graves Disease
22208918	D006111	Graves Disease
22125104	D006111	Disease, Graves
22208918	D006111	Disease, Graves
22125104	D006111	Disease, Graves'
22208918	D006111	Disease, Graves'
22209315	D006261	Headache
22210272	D006261	Headache
22209190	D006261	Headache
22208321	D006261	Headache
22208326	D006261	Headache
22208541	D006261	Headache
22208323	D006261	Headache
22208802	D006261	Headache
22209142	D006261	Headache
22209526	D006261	Headache
22209361	D006261	Headache
22209154	D006261	Headaches
22208177	D006323	Arrest, Cardiac
22208178	D006323	Arrest, Cardiac
22208174	D006323	Arrest, Cardiac
22129554	D006323	Arrest, Cardiac
22208179	D006323	Arrest, Cardiac
22209466	D006323	Arrest, Cardiac
22208175	D006323	Arrest, Cardiac
22208176	D006323	Arrest, Cardiac
22209613	D006323	Arrest, Cardiac
22209832	D006323	Arrest, Cardiac
22209833	D006323	Arrest, Cardiac
22208180	D006323	Asystoles
22209354	D006327	Heart Block
22209354	D006327	Block, Heart
22192720	D006330	Congenital Heart Defect
22192720	D006330	Heart Defect, Congenital
22192720	D006330	Defect, Congenital Heart
22129548	D006331	Cardiac Disease
22129548	D006331	Disease, Cardiac
22208788	D006331	Disease, Heart
22210145	D006331	Disease, Heart
22125210	D006331	Disease, Heart
22209939	D006331	Disease, Heart
22129547	D006331	Disease, Heart
22209156	D006331	Disease, Heart
22210236	D006331	Disease, Heart
22210280	D006331	Disease, Heart
22208788	D006331	Heart Disease
22210145	D006331	Heart Disease
22125210	D006331	Heart Disease
22209939	D006331	Heart Disease
22129547	D006331	Heart Disease
22209156	D006331	Heart Disease
22210236	D006331	Heart Disease
22210280	D006331	Heart Disease
22210148	D006333	Heart Failure
22210145	D006333	Heart Failure
22209156	D006333	Heart Failure
22209196	D006333	Heart Failure
22210144	D006333	Heart Failure
22125107	D006333	Heart Failure
22125210	D006333	Heart Failure
22209926	D006333	Heart Failure
22209353	D006333	Heart Failure
22209553	D006333	Heart Failure
22210146	D006333	Heart Failure
22210240	D006333	Heart Failure
22209553	D006333	Congestive Heart Failure
22209553	D006333	Heart Failure, Congestive
22208495	D006391	Hemangioma
22202646	D006391	Hemangiomas
22208495	D006391	Hemangiomas
22208323	D006406	Hematomas
22210067	D006406	Hematomas
22208323	D006408	Hematomas, Subdural
22208323	D006408	Subdural Hematomas
22208976	D006417	Hematuria
22209077	D006423	Hemianopia
22209077	D006423	Homonymous Hemianopia
22209077	D006423	Hemianopia, Homonymous
22209246	D006429	Hemiplegia
22209421	D006432	Hemochromatosis
22209209	D006467	Hemophilia A
22209209	D006467	Deficiency, Factor VIII
22209337	D006467	Haemophilia
22209209	D006467	Hemophilia As
22208720	D006469	Hemoptysis
22208684	D006470	Hemorrhage
22208313	D006470	Hemorrhage
22208314	D006470	Hemorrhage
22208172	D006470	Hemorrhage
22208322	D006470	Hemorrhage
22209310	D006470	Hemorrhage
22209508	D006470	Hemorrhage
22209988	D006470	Hemorrhage
22182267	D006470	Hemorrhage
22208437	D006470	Hemorrhage
22209247	D006470	Hemorrhage
22209645	D006470	Hemorrhage
22210090	D006470	Hemorrhage
22208898	D006470	Hemorrhages
22209246	D006470	Hemorrhages
22209230	D006480	Hemorrhagic Fever with Renal Syndrome
22208720	D006491	Hemothorax
22209469	D006501	Hepatic Encephalopathy
22209781	D006505	Hepatitis
22210140	D006505	Hepatitis
22208443	D006505	Hepatitis
22208538	D006505	Hepatitis
22209627	D006505	Hepatitis
22208535	D006505	Hepatitis
22209835	D006505	Hepatitis
22209381	D006505	Hepatitis
22209337	D006505	Hepatitis
22209547	D006505	Hepatitis
22209655	D006505	Hepatitis
22208719	D006505	Hepatitis
22209071	D006505	Hepatitis
22208138	D006505	Hepatitis
22209781	D006506	Hepatitis A
22210140	D006506	Hepatitis A
22208443	D006506	Hepatitis A
22208538	D006506	Hepatitis A
22209627	D006506	Hepatitis A
22208535	D006506	Hepatitis A
22209835	D006506	Hepatitis A
22209381	D006506	Hepatitis A
22209337	D006506	Hepatitis A
22209547	D006506	Hepatitis A
22209655	D006506	Hepatitis A
22208719	D006506	Hepatitis A
22209071	D006506	Hepatitis A
22208138	D006506	Hepatitis A
22210140	D006509	Hepatitis B
22209781	D006509	Hepatitis B
22209835	D006509	Hepatitis B
22209381	D006509	Hepatitis B
22208538	D006509	Hepatitis B
22209547	D006509	Hepatitis B
22208719	D006509	Hepatitis B
22209071	D006509	Hepatitis B
22209781	D006521	Hepatitis, Chronic
22209627	D006521	Hepatitis, Chronic
22208535	D006521	Hepatitis, Chronic
22208538	D006521	Hepatitis, Chronic
22208443	D006526	Hepatitis C
22209627	D006526	Hepatitis C
22208535	D006526	Hepatitis C
22208538	D006526	Hepatitis C
22209337	D006526	Hepatitis C
22209655	D006526	Hepatitis C
22209781	D006526	Hepatitis C
22208688	D006528	Carcinoma, Hepatocellular
22208538	D006528	Carcinoma, Hepatocellular
22209984	D006528	Carcinoma, Hepatocellular
22208963	D006528	Carcinoma, Hepatocellular
22209710	D006528	Carcinoma, Hepatocellular
22210051	D006528	Carcinoma, Hepatocellular
22209835	D006528	Carcinoma, Hepatocellular
22209547	D006528	Carcinoma, Hepatocellular
22208842	D006547	Hernia
22208933	D006547	Hernias
22208842	D006555	Hernia, Ventral
22209097	D006561	Herpes Simplex
22208646	D006561	Herpes Simplex
22209800	D006562	Herpes Zoster
22209535	D006620	Hip Fractures
22208824	D006620	Hip Fractures
22209535	D006620	Fractures, Hip
22208824	D006620	Fractures, Hip
22125022	D006620	Fractures, Subtrochanteric
22208447	D006689	Hodgkin's Disease
22208447	D006689	Hodgkin's Lymphoma
22210089	D006689	Hodgkin's Lymphoma
22208447	D006689	Disease, Hodgkin's
22209342	D006689	Lymphoma, Hodgkin
22208903	D006689	Lymphoma, Hodgkin
22210089	D006689	Lymphoma, Hodgkin
22208447	D006689	Lymphoma, Hodgkin's
22210089	D006689	Lymphoma, Hodgkin's
22208559	D006725	Hookworm Infections
22208559	D006725	Infections, Hookworm
22210288	D006800	BLV Infection
22208325	D006849	Hydrocephalus
22208326	D006849	Hydrocephalus
22208323	D006849	Hydrocephalus
22209142	D006849	Hydrocephalus
22209235	D006849	Hydrocephalus
22208315	D006849	Hydrocephalus
22208322	D006849	Aqueductal Stenosis
22208325	D006849	Hydrocephalus, Obstructive
22209235	D006849	Hydrocephalus, Obstructive
22208315	D006849	Hydrocephalus, Obstructive
22208322	D006849	Stenosis, Aqueductal
22209919	D006930	Hyperalgesia
22208803	D006930	Hyperalgesia
22210272	D006930	Hyperalgesia
22210272	D006930	Allodynia
22208803	D006930	Hyperalgesia, Mechanical
22208803	D006930	Mechanical Hyperalgesia
22209919	D006930	Thermal Hyperalgesia
22210091	D006932	Hyperbilirubinemia
21985979	D006934	Hypercalcemia
21985978	D006934	Hypercalcemia
22208821	D006935	Hypercapnia
22209811	D006935	Hypercapnia
22208355	D006937	Hypercholesterolemia
22210379	D006937	Hypercholesterolemia
22208325	D006940	Venous Engorgement
22208325	D006940	Engorgement, Venous
22209677	D006943	Hyperglycemia
22210321	D006943	Hyperglycemia
22210056	D006943	Hyperglycemia
22210081	D006943	Hyperglycemia
22210379	D006943	Hyperglycemia
22210091	D006943	Hyperglycemia
22210324	D006946	Hyperinsulinemia
22210320	D006946	Hyperinsulinemia
22210322	D006946	Hyperinsulinemia
22208934	D006947	Hyperkalemia
22209610	D006949	Hyperlipidemia
21985978	D006961	Hyperparathyroidism
21985979	D006961	Hyperparathyroidism
21985980	D006961	Hyperparathyroidism
21985981	D006961	Hyperparathyroidism
21985975	D006961	Hyperparathyroidism
21985980	D006962	Hyperparathyroidism, Secondary
21985980	D006962	Secondary Hyperparathyroidism
22210247	D006965	Hyperplasia
22125108	D006965	Hyperplasia
22182054	D006965	Hyperplasia
21985980	D006965	Hyperplasia
22208687	D006965	Hyperplasia
22209988	D006965	Hyperplasia
22192721	D006965	Hyperplasia
22208496	D006965	Hyperplasia
22125108	D006966	Hyperprolactinaemia
22183097	D006967	Hypersensitivity
22210091	D006967	Hypersensitivity
22189252	D006967	Allergic Reactions
22210222	D006967	Allergic Reactions
22185687	D006967	Allergies
22189252	D006967	Reactions, Allergic
22210222	D006967	Reactions, Allergic
22209706	D006973	Hypertension
22125211	D006973	Hypertension
22210049	D006973	Hypertension
22208768	D006973	Hypertension
22209986	D006973	Hypertension
22209591	D006973	Hypertension
22129552	D006973	Hypertension
22208791	D006973	Hypertension
22209952	D006973	Hypertension
22125107	D006973	Hypertension
22125210	D006973	Hypertension
22129544	D006973	Hypertension
22209156	D006973	Hypertension
22209842	D006973	Hypertension
22210125	D006973	Hypertension
22210247	D006973	Hypertension
22208976	D006973	Hypertension
22129552	D006976	Hypertension, Pulmonary
22208790	D006980	Hyperthyroidism
22125104	D006980	Hyperthyroidism
22210049	D006984	Hypertrophy
22209257	D006984	Hypertrophy
22208553	D006984	Hypertrophy
22210189	D006984	Hypertrophy
22192721	D006984	Hypertrophy
22208939	D006984	Hypertrophy
22208943	D006984	Hypertrophies
21985977	D006996	Hypocalcemia
22209065	D007003	Hypoglycemia
22210081	D007003	Hypoglycemia
22209014	D007003	Hypoglycemia
22210091	D007008	Hypokalemia
22208976	D007010	Hyponatremia
21985977	D007011	Hypoparathyroidism
22125108	D007011	Hypoparathyroidism
22208790	D007011	Hypoparathyroidism
22125108	D007018	Hypopituitarism
22208291	D007022	Hypotension
22208172	D007022	Hypotension
22208291	D007024	Hypotension, Orthostatic
22208291	D007024	Orthostatic Hypotension
22208174	D007035	Hypothermia
22208179	D007035	Hypothermia
22189254	D007154	Immune Diseases
22189254	D007154	Diseases, Immune
22210158	D007238	Infarction
